cleaned_text,label,emotion
اني اقبل الالم قبله وداع اذا قبلتك,1,love
انا اتمرمطت قوي يا راضي اتمرمطت قوي انا مش عارف حعيش ازااااي كده عادي زي ما كل المصريين عايشيين طااااب,2,sad
لقد تم تعطيل الحساب,2,sad
لازم البنات تتفرج ع الاوليمبياد,0,joy
كل الحب ان تناديني ب قلبك قبل صوتك ان تشعر في حاجتي لك قبل ان ابكي ان تشعر,1,love
كويس لي جي ضي شويه علي اقل نشحن كروستي االكهربايه باش منقعدش في حوش في مكان واحد وين يهرب ضي اشعر بي احباط شديد وين يهرب ضي لفتره طويله,2,sad
بس الاوليمبياد دي حاجه تفرح والله الواحد بيحس بطاقه كده وهو بيتفرج عليهم,0,joy
احنا جيل اللي شاب و هو شباب,2,sad
عام سعيد عليكم يارب,0,joy
هل اخبرتك قدس انني اعانقه كل ليله باحلامي ارتشف الهواء من بين اضلعه كطفله مشاغبه,1,love
الحب الاعظم هو ان تحتضن صوره مليئه بملامح الشخص الذي تحبه ويليهامسون الغامدي محب,1,love
دوبني دوب يا هوي,0,joy
الحب الحقيقي هو اقتسام بعض نفسك مع شخص اخر اقرب اليك من نفسك ـ احلام مستغانمي,1,love
شكلها هتكون اسوء مشاركه لمصر في الاوليمبياد,2,sad
حزن حزن,2,sad
الاوليمبياد بتعرفنا ان كره القدم دي ابوخ رياضه,2,sad
والعشق الذي لا ينتهي عند الانسان هو حب الوطن احد ابطالنا ف الحد الجنوبي يكلم بنته يارب رده لها سالم غانم,1,love
انسج خيوط الحب والمحبه واهديها لمن هم الاقرب الي قلبك لانهم يستحقوها,1,love
فيلم اخرجته انجولينا جولي يتصدر شباك التذاكر معاذ الكساسبه,0,joy
احببتها والانجيل شرعتها ومحمد نبيي والمسيح قدوتها واحبتني بكل ذره تسكنها يا قومي هذا لايفرق بين ديني ومعتقدها,1,love
معرف يعني ليش حظي مع السواقين زباله عشان صوتي صغير يصرفوني ول شفيهم علي برب موت حسره,2,sad
الله هو الذي يمنح لنا احبائنا لا يمكن ان يوجد من خلال نسيان الله اولئك الذين فقدوا حبهم لـ الله ليس لهم معني في,1,love
سر كل علاقه ناجحه بالله ثم بخلقه بالحب تعبد ربك صح وبالحب تبر والديك وترافق شريك حياتك وتربي اولادك وتحسن للغير صالح الكناني كافيه,1,love
مولر لاعب نايم طول المباراه وفجاه تحصله يحتفل بالهدف بس اهم شيء انه يسجل,0,joy
نيالو لي عندو حبيب,2,sad
الحب ان تقرء كلمه جنه فيتشكل في عينيك وجه امك,1,love
انا اليومين دول كل اللي بعمله اني بنام و اصحي اتفرج ع اللي بياخدوا ميداليات في الاوليمبياد و اتحسر علي نفسي,2,sad
داخله الاوليمبياد تتشقلط وتتبقلش وتيرجع اوصف مصر ف تويته,0,joy
نافذه علي مصر محمد جميل الغرب لما يحرك ساكنا عندما شاهد الديمقراطيه تقتل بالرصاص,2,sad
هناك في داخلي نار مشتعله لا استطيع ايقافها اشعر برغبه ملحه للبكاء همال تعب حيره شتات والكثير الكثير,2,sad
منذ رحيلك القاسي وانا معتقل في سجون الحزن,2,sad
تغريدات يوسف الفضلي يعتزل بعد عطاء اكثر من سنه مع منتخب الكويت,2,sad
ديل بوترو كده يبقي خرج دوجوكوفيتش و نادال من الاوليمبياد لك الله يا زمالك,2,sad
ليكن كلامك مع من حولك عنوانه دائما الايجابيه والتفاؤل واساسه محبه الخير للغير صبــــاح الـــ خير,0,joy
الحـــب هــــو ان تري في طريقك الف شخص ولا يروق لك الا من احببت,1,love
هلا هلا,0,joy
سئمت انتظاري وطول الطريق بقاااا,2,sad
لا تخبرني بانك تحبني افعل مايجعلني اعلم بذلك سالخير,1,love
يوصل بالسلامه مصر هتنوووور,0,joy
صباح الغلا,0,joy
الحمد لله علي نعمه المناخير الصغيره,0,joy
و كمان الاوليمبياد ممتع زي كل مره بكل حاجه فيه,0,joy
اصبح كمؤامره حيك ضد قلبك مجرد احساس,1,love
شاعر الوطن خلف بن هذال اجري عمليه في احدي مستشفيات لندن تكللت بالنجاح طهور ومايري باس وحمدا لله علي سلامته,1,love
سهم نافذ ولكل سهم مستقر والحب اعذبه الــذي حرق القلوب بلا شـــرر,1,love
بحس بامان يملاني لو بنطق حروف اسمك ساعتها لو بموت ترجعلي روحي في حاجه نفسي فيها ياما حلمت بيها تخدني حبيبي في حضنك ويقف الزمان سميره,0,joy
الحب النقي هو من يسكن الوحش الذي بداخلك اطلق العنان للمحبه وكن روحانيا كن طيبا كن عاشقا جلال الدين الرومي,1,love
لو كل بكل قلب اتجمعوا انا حبي اكثر,1,love
احببتها والله حتي انني احببت من حبي لها مغتابها احببته وهو الكريه لانه نقي صحيفتها وزاد ثوابها غزل فصحي,1,love
من خذل فلسطين سنه لن ينصر سوريا في ست سنين حلب تحترق,2,sad
الواحد بقا يتابع الاوليمبياد و فرحان بالمصريين و نسيت الامتحان اللي كمان اسبوع,0,joy
مشكوره ام عبدالله,0,joy
طاغي حضوره مايشبهه احد ازرق هلالي بالسماء عالي سيد النوادي بكل ارض وبلد وجماهيره بكل مدرج تلالي الهلال متعه الر,0,joy
انا اللي من كتر ما اتقلي يا فاشل حاسيس اني فاشلت بجد,2,sad
قولي احبك كي تزيد مسؤوليتي فبغير حبك لا اكون مسؤولا مسؤوليه,1,love
الاوليمبياد الجاي بنسبه هيبقي من غير فيليبس وبولت وحاجه حزن الحزن,2,sad
هو يا الناس بتعيش حاله عامه من التاخر الذهني يا الناس فاكره فعلا ان واحد مصري اخد ميداليه عن رفع الاثقال من شويه ف الاوليمبياد,2,sad
ياشيخ ده الواحد مبقاش عارف ان كان فرحان ولا متنيل ع عينه,2,sad
اعتقد دي احسن مشاركه لمنتخب الطايره اشوفها في الاوليمبياد كفايه اننا كسبنا ماتش يعني,0,joy
ان تسلم مقاليد سعادتك وراحتك وقلبك لمن تحب فلا سعاده الا به ولا راحه الا بقربه ولا حب الا له ولا انت بدونه,1,love
ما هو العشري تربيه جوزيه بقي يلا دوري,0,joy
الصمت عن اخطاء من نحب خاص لهم والم خاص لنا,1,love
بيل و كروس لازم يلعبوا غصبا عنهم في السوبر,0,joy
هنالك مشاعر لم اعرف لها معني الا بقربك,1,love
مرحبا,0,joy
وربنا المطر دا عشق,1,love
واه من م الوجع يامه,2,sad
الحمدلله وباذن الله يفرح المسلمين بتحرير الشام اجمع مبروك فك حصار حلب,0,joy
مش عارف بالظبط احنا كعرب خدنا كام ميداليه بالظبط من اول ما اخترعو الاوليمبياد بس الاكيد ان احنا مكملناش كلنا مع بعض ميداليه,2,sad
الشباب المشاركين سواء كسبوا او خسروا احنافخورين بيكم جدا ومثلتوا مصر بشكل مشرف طز فاللي يلومكم اللي اداكو حاجه ياخدها المص,1,love
لا ادري قلبوهم تغيرت ام عقولنا ابصرت,2,sad
مهو شغال عادي المشكله في الفون عند كله حاول تحب اللاب بقي,0,joy
بنكدب لما نتكلم عشان عارفين لو اتكلمنا جد هنفترق بعدين,2,sad
انا عيز اتعرف عليكي,0,joy
صباح النجاح والتميز والابداع السلام يبدا بابتسامه مع ناصيف زيتون طول اليوم بحبك انا صباحكم عسل,0,joy
وده الي كنت خايف منه خلصو علي فلسطين وشالوها من الخرايط ومعدش في حاجه اسمها فلسطين وداخلين بقا علي مصر ادعوا لا,2,sad
حبااا فوووق وحباااا تحت,0,joy
انتي اجمل حب واحساس وشعور رومنسي شعر ذوق احساس احساس حس مرهف رايق شعري,1,love
متنفس للضيق متنفس للخيبات وقله االصبر والحيله حتي هو اصبحت لا اجده حين احتاجه,2,sad
لا بئدر شوفك ولا بئدر احكيك,2,sad
عارفه انه طلب صعب بس يارب اعيش لما اشوف مصر بتنظم الاوليمبياد بصوره مشرفه كده,2,sad
خاص الكم متابعين بالعاميه بحبك وبالعاميه بنحبكم جميعا شام,1,love
هي دي حالتي بلظبط,2,sad
خلاص مهو دخل افكسو مالهاشتاج ده ونكتب هاشتاج ترحيب بيه فتويتر,0,joy
الحب ليس تقديم مشاعر وانما هو صناعه مواقف,1,love
قبل ان التقي بك كانت حياتي اقل حزن كان كل شئ سهل قبل ان تكون حبيبي,2,sad
بتفرج علي الاوليمبياد وفجاه روحت المطبخ اعمل حاجه اشربها لو بتحبو التفاصيل وسمعت عزف بلادي لماتش كره اليد قلبي رفرف,0,joy
الحمدلله الذي زادنا فرحا بفوزالبطل عبدالله الرشيدي ببرونزيه الاوليمبياد و سيرتفع علمنا ثانيه بعزم البطلين الديحاني و الرشيدي قريباانشاءالله,0,joy
تستهبل يو ار جوكينق اتركني وحداني ليف مي الون اريد ان اوضح اي ونت تو اكسبلين,0,joy
ابوك ايوا ليه حبييببتتي منجد يالله ما احلاااك,1,love
عطني من قصيد حبك فيني,1,love
علي المصرييييين وجمالهم ربنا يحميهم,0,joy
يا حبيبتي البعد ناار قلبي داب من الانتظار,0,joy
شوفنا بنات ف الاوليمبياد بتلعب بشرف عنهم,0,joy
مليش غيرك حبيب قلبي يا احلي ملاك,0,joy
فائده نفيسه لابن الجوزي عن تقلب الزمان وان السعيد من لازم التقوي علي كل حال,0,joy
تخيل اكتر حد حبيته ف حياتك هو اكتر حد يجرحك ويوجعك,2,sad
يسعدلي هالصباح علي عيونكو الحلويين,0,joy
العجيب في الحب انك لاتتعلق فقط بشخص واحد بل تتعلق به وباهله ومدينته وتحب حتي طريقه نطقه لبعض الكلمات ثقافه لايتقنها الكثير,1,love
اليوم عاجبني حيل مولر اشوي ماخذ راحته ومتحرر من التيكي تاكا,0,joy
يفرح قلبـي لما اشوفه يغرد ويحزن لما احس حروفه حزينه دايم علي بالي والله يشهد دايم اوله عليه يعذبني حنينـه,1,love
يقولي من اي ارض حلوه اتيت الي غزل,1,love
رفقه ولينه ما ضرب صلي الله عليه وسلم بيده شيئا قط الا ان يجاهد في سبيل الله ولا ضرب خادما ولا امراه اخرجه مسلم نشر سيرته,1,love
دفاعك عنها و هي علي خطا امامهم محبه عتابك لها بعد ذلك رجوله رجوله عمو,1,love
كيف هان الحب وانا اللي وفيت كنت عايش قصه فيها هيام اختصرها في شطر واحد ولابيت المحبه اخلاص صدق و ا هتمام الشاكي الهذ,1,love
اهلا بالعريس تو مانور التويتر,0,joy
الاوليمبياد تفتقد فيدرر,2,sad
هذا هو الحب ما اعظم قلب الام اجمل ماقيل بالحب,1,love
انتي جميله و الاشياء الجميله لا يجب ان تكون حزينه,1,love
الشخص الذي يجعلك من اساسيات يومه يستحق ان تبني له في قلبك وطنا يليق به صداقه,1,love
تنام ساعه تحلم بكل الميتين صحيو والغايبين رجعو,2,sad
من اكبر اخطائنا اننا نمر علي لحظات الفرح مرورا عابرا ونعيش الحزن بكل مشاعرنا,2,sad
هذا القلب لك يا اخت قلبي فاحفظيه فلم يكن له احلام سوي ان تملكيه,1,love
الديحاني بدون العلم حقق الذهبيه للكويت الرشيدي بدون العلم حقق البرونزيه دكتوره احلام بدون جنسيه الاولي بالطب ما اروع مواطنه الانجازات,0,joy
افتتاح الاوليمبياد فاااااااجر,0,joy
افتتاح الاوليمبياد ف ريو دي جانيرو حاجه تشرح القلب الحزين والله,0,joy
عصابات الاسد تكثف القصف العنيف علي احياء درعا البلد مؤخرا لانها الجبهه الوحيده حاليا والتي تتعرض للضغط الاكبر وسط جمود,2,sad
الدخول المشرف الكيوت للطلاينه في الاوليمبياد,0,joy
جيتك وانا مدري عن الشوق وش فيه لا الوقت مسعفني ولا العمر كافي امد لك قلبي غلا لا تعنيه بردان من كثر الشقا والتجافي,1,love
عذرا نويتن ف رنا سماحه سر الجاذبيه رنا سماحه في انت حر,0,joy
يارتني ما فتحت الواتس جو عشق ممنوع مفيش مرعاه لاحساسك ولا لحبك,0,joy
جدا ان تقاطعهم لكي تجعلهم يشتاقون لك ثم تتفاجئ بان غيابك لم يشعر به احد,2,sad
و انت طيب و بخير يا رب,0,joy
لـسه بـتـحبـها لا عادي طــب داري دمـوعـك الاول وبعـديـن اكـدب بـرحـتـك,2,sad
واحلي تحيه لاولاد بلدي اجمد ناس المصريين وصحابهم اللبنانين طبعا حد هيسال وكنوزه مقلتش كنزه لان حسبتها كمصريه لانها بنتنا كمان,0,joy
توتي دلبييرو مشهد فكاهي رائع ومضحك جدا يجمع كبيرين من كبار الكره الايطاليه والعالميه قيصر روما توتي ورمز,0,joy
من روائع خلق الله قلب امي يارب ادمه نابضا راضيا عني امي قلب امي,1,love
وهب الله لنا الحياه لكي نعشق الاهلي فقط هذا ليس مجرد نادي انه,1,love
بسبب حرب الخليج ضلت دول الخليج مديونه لامريكا وهي من وسوس لصدام بان الكويت جزء من العراق ماخلاها في نفسه حرب الخليج,2,sad
نتايج الاوليمبياد كويسه النهارده لحد دلوقتي يا رب اليد يختموا اليوم كويس,0,joy
الحمد لله امبارح اول ميداليتين لمصر في الاوليمبياد برونزيتين في رفع الاثقال عقبال الذهبيه يا رب,0,joy
من قبل الاوليمبياد قلت روديشا,0,joy
الشركات في مصر من اغبي الشركات كانت ممكن تتبني اللاعبين وتبني معاهم حمله اعلاميه لها ولكن امامهم الفرصه للتفكير في الاوليمبياد القادمه,2,sad
ما شاء الله تبارك الرحمن الاحساء موطن الصناعات والحرف اليدويه بل مهدها وهم بحاجه للدعم والاهتمام والصقل,0,joy
كلنا نبي ننصر روان ونبين الحقيقه بس احترم قرارهم وللمعلوميه ما تواصلوا مع اي طرف حتي الان مجرد ناس يتكلمون باسمها,1,love
صفر المونديال وصفر الاوليمبياد وصفر الحياه وده اكبر صفر اخدناه,2,sad
دول كتير اوي ودمهم خفيف العماره اللي انا فيها كلها سوريين والاطفال عسل,0,joy
بين المساء وانتي وفنجال قهوه في ذمتي احلئ غرام و تعاليل مساء شعر شوق صباح,1,love
ف الفم ضحكه وف القلب حكايات,0,joy
ام علي ربنا يباركلك في محمد وعلي ولطفي وربنا يخليكي ليهم ويخليهم ليكي وميحرمكوش من بعض ابدا ان شاء الله,1,love
قمه القسوه بحق ذاتك ان تعيش علي ارضاء من هم حولك ليعيشو هم علي كسر كل ما هو جميل فيك,2,sad
احب اسمك جدا لاي درجه لدرجه انني التفت معك حين يناديك احد ما,1,love
حمله الف نصراوي امام الفتح الليله اجمل الليالي صورتك ي نصر تبقي تنور الدره لانك وين ماكنتمكانك في الحنايا,0,joy
يسالونني لماذا احببتك انت انت الصوت الذي لا اسمع سواه الهواء الذي اتنفسه الامل الذي اتمناه انت من علمني ابجديات,1,love
دا النهارده يوم مصر والعرب ف الاوليمبياد بقي يارب دايما فرحانين,0,joy
موعدكم مع نجمه تونس يسرا محنوش في مهرجان قرطاج الدولي يوم اوت بمشاركه خاصه من نجم ستار اكاديمي نسيم رايسي,0,joy
كلام واقعي وجميل يشكر عليه النائب صالح عاشور,0,joy
اذا هني بينتخبو رئيس لسنوات قليله انا بنتخبك امير حبي كل العمر,1,love
وفي داخلي وجع مؤذي وحنين اخرس وهناك خيبه والكثير من الياس ممزوجا بتبلد افقدوني لذه الحياه,2,sad
الرجل الحقيقي لا يحب مليون فتاه ولكنه يحب فتاه واحده بمليون طريقه,1,love
صباحكم بطعم فرحه ابطالنا في الاوليمبياد,0,joy
هو تلك العاطفه الساميه التي تجعلنا نتزوج وننجب الاطفال وننشئ الاسره وفي ليالي الشتاء البارده نجتمع حول المدفاه,1,love
تشرفت بشوفتك استاذه اسماء للتو عرفت انك كاتبه وكنت اتمني ان اعانقك حقا انا احترم الكتاب لهم عندي مكانه رفيعه لك احترامي,1,love
صباح اللحظات السعيده بصحبه من نحب صباحي انتم صباحكم حب,1,love
اكثر ما يجهد مشاعرنا هو قمه صدقها,2,sad
يا فتانه الحسن عن كل المزايني انتي سحابه عطر من نور مخلوقه بوح,1,love
اي والله اني عليك من الوله ضامي واشفق علي صوتك المبحوح واحبه شعر قصيد حب بوح,1,love
هي سيئه في لن تخفي عنك انها تحبك ولن تخبرك انها تحبك,1,love
انا زهقت اوي و الله احيه كل ما اذاكر حاجه انسي التانيه هنلعب ولا ايه امتحانات,2,sad
مش مبين اي حاجه وعمال بتتالم مش مبين بس دمعه من كتر بكاه علي وشه علم,2,sad
اختر ان تفعل ما تنوي فعله بحب كبير واستمتع بالمعجزات في حياتك صباح,1,love
الحمدلله علي الافلام والاغنيات والقهوه والكتب تنجيك من الواقع,0,joy
بس حركه جميله جدا من قنوات دبي وابوظبي يقطعوا البث والتعليق اثناء تقديم الوفد الصهيوني في حفل الاوليمبياد,0,joy
امر الملك سلمان بصرف راتب شهر للمشاركين الفعليين في الصفوف الاماميه في عاصفه الحزم واعاده الامل باختصار كبير يكرم الابطال,0,joy
وعلي سبيل الاعترافات كل ما نكتبه هنا نحاول بطريقه او باخري اعاده تجميل صوره الواقع وترتيب المشهد من هذه القسوه التي نشاهدها,2,sad
اعشقك ماهي ابد كلمه اعشقك كلمه لو احكيها بكيت من صميم الروح هي كل الكلام تختصر كل الحروف لو حكيت,1,love
في مبسمك يجتمع معني الحياه وفي عيونك لي من الفرحه كثير كلام جميل خواطر,1,love
زياد العذاري يبتهج بوجود اسمه في تشكيله حكومه الشاهد ويطالب بتسريع تشكيلها دون تاخير,0,joy
الحـــب رزق والــرزق لا يـــاتـــي بــالـــحــرام,1,love
المعلق محمد بركات الاهلي نادي القرن اليوم يتقمص دور البطل وراك يااهلي كعب داير,0,joy
يداعب عيناها سهرا يخالطه عشقا فتبقي اسيره صمت لاينطق تخفي شوقا كي لاتتالم تخشي وهي عاشقه متيمه,1,love
مصر الان ينماتكونوا يدرككم الموت في عصر الانقلاب,2,sad
صباحك بيضحك باذن الله,0,joy
بقيت بتخنق من اي حاجه صغيره,2,sad
انتي ملكيش عازه,2,sad
انا بحب النوم اوي و بحب السرير و المخده ياااااه انه لاحساس عظيم ها انا قادمه يا سريري تصبحوا علي سعاده و خير,0,joy
طلع النسيان مش هو الحل,2,sad
حفله افتتاح الاوليمبياد تحفه منتهي الرقي والابداع يارب نتعلم منهم,0,joy
وحده الله يعلم عن حجم انكساراتي وحده الله يعلم عن حجم اتكاء وهو جاثم علي قلبي وعن الحنين الذي يتنهد في صدري كل,2,sad
مواعيد الاوليمبياد حلوه جدا بتبدا من بعد الظهر تقريبا بتوقيت مصر وتخلص علي بالليل,0,joy
فاضي لدرجه بتفرج ع الاوليمبياد,0,joy
دايما معاه و روحنا فداه,0,joy
دخلت علي القبور مناديا ماذا فعلت بهم اجبني ايها الموت فما وجدت جوابا علي سؤالي سوي ان الموت حالهم وسيكون حالي رح,2,sad
وكلما تعمقت بتفاصيلك اكثر يزداد جنوني بك,1,love
والله ماما زوبا دي عسسل عددديل كدا,0,joy
هههههههههههه يا ستي ربنا يزيدها,0,joy
اللهم ارزقنا ك و من يحبك وسعاده في الدنيا ورضا في الاخره اللهم لنا احبه وقلوبا محبه نريدها ان تجتمع فجمعها علي بركه,1,love
المتابعه القريبه من وسائل اعلام كتيره لمشاركات المصريين في الاوليمبياد مع صورهم اللي ماليه الشوارع من الحاجات الايجابيه المبهجه مؤخرا,0,joy
انا مازكرتش بجنيه النهارده اعاااااااااااااااااااااااااا,2,sad
فعلا ماحدي بيسلم من الخنائه كل يوم هههههه,0,joy
ء يا سائلا عني من القلب لبيه صوتك عزيز وغصب عنا نلبيك مثلك من الاجواد لا شك نغليه ونفتح لك,1,love
انا لله و انا اليه راجعون طب ممكن لينك المكتب الحقوقي,2,sad
قال لها انت فرحه حياتي فردت قائله وما يلزمك يلزمني نفسيه الفهم زواج وعي بوح سعاده,1,love
قلبك ملكك متشغلوش باي حد,0,joy
عاوزين تنميه بشريه بجد مش هزار و بوزيتيف اينيرجي مدهشه و مش اتفرجوا ع الاوليمبياد,0,joy
قد تحمل في اعماقك حزن السنين لكن عندما ستجد حبيبك يعاني ولو قليلا ستقلع عن كل احزانك لترسم بسمه لم تستطع يوما لترسمها علي وجهك,1,love
انا لما مش بلاقي حد اشتغله بقعد اشتغل في نفسي و اضحك,0,joy
لن تدوم طويلا فما صنعته من الم لغيرك لن تذوق مرارته غدا بل سوف تجرفك افعالك الي بحور بلا مواني وبلا مرسي والله,2,sad
الحب ان احتاجك فاجدك بجواري ان اتالم فاشعر بيدك علي كتفي ان اسمع سؤالك عن سبب المي قبل الاخرين كتابات يوسف كوب,1,love
والحال ياصاحب اني عجزت انسي توديعك الشاحب لكن علي كل حال فرحي انا الرحال لا تقلق افـ بعدك جاني صاحب,2,sad
بافاري متعصب و عاشق ل مارتينيز حسابي عن البايرن وقليلا من مارتينيز,1,love
اتغارين علي يا عائشه ومالي لا يغار مثلي علي مثلك يا رسول الله هذا وما دونه هباء,1,love
انتي يابت حافظه مش فاهمه معندكيش غير الجرجير يابت خافي علي نفسك احنا المصرييين بردوا,0,joy
يقتلهم الجوع قبل رصاص الحروب وتراهم يتدافعون من الجوع يبحثون عن قبر ياويهم عقول كادحه فكر حر,2,sad
ومين فينا مانفسوش انه ينفصل عن العالم كله ويبعد عن كل الناس اللي في حياته ولو لفتره صغيره يرتاح فيها شويه,2,sad
خيبه ان تقوي امام العالم اجمع وتضعف امامك امامك وحدك فتكسرها,2,sad
كل عام وانتم بخير,0,joy
هو يحبني ومستعد يتقدم لي الشيخ عبدالواحد المزروع سند للاعلام,1,love
خلاص انسي يا صاحبي,2,sad
ينصر الله المظلوم ويذل الظالم ف صبرا ثوره الشام فان نصر الله قريب شعب الشام,2,sad
للاسف الشديد علاء ابو القاسم خرج من الاوليمبياد بالخساره من الايطالي العنيد جرازوا دانيالي,2,sad
اجمل احساس بالكون لما تعشق بجنون,1,love
الاوليمبياد ده اكتر حاجه بتاكد لي ان احنا عالم تالت فعلاولا تالت كمانلو تالت كنا خدنا برونزاحنا عالم عاشر,2,sad
لماذا وقعت في احببت لاجل ابنه الجيران التي رايتها وانا في العاشره تقرا ورقه علي مدخل البنايه وتبتسم احببت لابتسم,1,love
الف مبروك يا بطل جعلت اسم الكويت لا يغيب في الاوليمبياد رغم غياب العلم شرفت كل العرب,0,joy
حبي اختي دانه هنا راكبتك زي الفارس وانت الحصان ومتحكمه فيك ويلومونوي ليه افتخر بدانه,0,joy
موطني هو تحت البطانيه و جنب شاحن الموبيل,0,joy
حبكم بالدم بي يجري ما اريد العمر من دونك,0,joy
مما اعجبني من مقاله الكاتبه القديره د فوزيه البكرفي عن من يحمي حقوق الطفل داخل الاسره وانه ان الاوان ان يهيا المجتمع لمحاسبه كل من يسئ اليه,1,love
الاوليمبياد فيها شويه مصريات يفرحوا القلب الحزين,0,joy
صوتك ده ايه الله عليه ملايكه بيغنوا,0,joy
متعه الاوليمبياد اني ممكن افتح التليفيزون طول اليوم واتفرج علي ناس من كل العالم طالع ايمانهم سنين عشان يعملوا الحركات دي وانا عالكنبه باكل,0,joy
تري حلاه العمر مع من تحبه شخص تريده من جميع المخاليق بوح ابيات,1,love
طارق الملاح حبيبي اذا ولالبد حزب الله بدو يداهملك منزلك بيبعتولك الاخوات بكشاف الامام المهدي حبيبي طروقه,0,joy
انا احب رغم المنطق ورغم فشلنا ورغم انعدام الجدوي لهذا الحب,1,love
السنه هاذي المفاوض الهلالي انجز المفاوضات في وقت قصير تحسب لوجه السعد,0,joy
ربي جابك لي هديه من السماء ياسمين الشوق الاحساس احساس شوق منشن شخص,1,love
مؤلم عندما يقول لك الناس كن قويا وليس لديهم اي فكره عن صعوبه ما تمر به,2,sad
الشرعه السمحه الغراء امهم في حضنها نشؤوا من صفوها رضعوا يسيح اهل الهوي في لهوهم وانا سياحتي من هم للروح منتجع شعر,1,love
الامريكان في الاوليمبياد عاملين حجامه وتقرير ناشر انها بتحفظهم من الالام الحجامه سنه نبويه بس لازم الغرب يعملوها الاول عشان نعملها,2,sad
كم اعشق ذاك الذي يسال عني فاليوم اكثرمن مره ف اهتمام فان لم يكن كذلك فهو مجرد كلام القيصر,1,love
انا بحب بطولات الاوليمبياد اوي يا جماعه,0,joy
انا اول من كتم غبنه عشان انسان وانا اول من شكي فرحه علي غمه,2,sad
يا خســاره بتيجـي الحاجه لما الواحد ميعوزهااش,2,sad
العالم كله يتابع افتتاح الاوليمبياد في البرازيل ونحن ابتلانا الله بهذا المعتوه عبد الفتاح السيسي الذي يحتفل بفشله عيد الحفره مصر,2,sad
من جمال حظي اني عرفتك ربي يسعد مساك,0,joy
جاءنا النبا التالي بسم الله الرحمن الرحيم جيشنا الباسل بدا بشن هجوم المرحله الرابعه من تحرير حلب الدعاء الدعاء لـ ابنائكم,0,joy
الحب رحله الروح من الالم الي الالم بحثا عن الامل,1,love
بفرح لما بشوف المتجنسيين الخلايجه بيخسروا في الاوليمبياد الصراحه,0,joy
كفايه ان كرمه جت في,0,joy
من يثق بك عش معه باخلاص لان الثقه لا تعطي الا لمن نحب,1,love
من يوم حبيتك ودعواتي تسري لـ ربي ما سري ليلك عندي قناعه من قناعاتي اللي يحبك صدق يدعي لك,1,love
بنت دخلت الاوليمبياد وجابت ميداليه للبلد وسقطوهافي الثانويه ويقول لك الجيش مسيطر عالبلد انالومسيطر كنت بعت وزير التعليم وراها يمتحنهابنفسه,2,sad
الدوله ما بدها تحط حد للصيت الماساوي القاتل لقصه انتحار عاملات في لبنان اوقفو استيراد الخدم,2,sad
وماذنب عيني حين تحب رؤيتك المشي فجرا الرياض الرعشه,1,love
انا فضلت متمسمره للدرجه دي انا مبحسش اساله طلعت في راسي وطفيت الاغاني وبعدين قولت طب وانا هعمل ايه وشغلت الاغاني تاني,2,sad
نحن لا نستطيع ان نجبر اي شخص علي ان يحبنا ولكن كل ما نقدر عليه هو ان نجعل من انفسنـا اشخاصا يستحقون,1,love
والله مافيش احلي جوجل في اي حاجه في الدنيا ايه الحلاوه والسهوله دي اكتب اسم اي رياضي في السيرش يجبلي هيلعب امتي ومع مين في الاوليمبياد,0,joy
الاوليمبياد حلم كل رياضي,0,joy
هذا الورد من وردتي و حياه قلبي هيفاء,0,joy
صباح المطرصباح الرضا بماقدارصباح ابلون الزهرصباح الفرح من الاخر,0,joy
دعم محمد بن نايف مليون متابع يستاهل كل خير اميرنا المحبوب الله يحفظك من كل شر ويطول بعمرك,1,love
مهو ده اللي بتكلم فيه بالضبط الاوليمبياد اللي فات اظن ايه مدني اتكلمت ان مصر موفرتش سلاح الليزر بتاع الرمايه تتدرب عليه,2,sad
النهارده عيد ميلاد اخويا الصغير و جاري في الاوضه بتاعتي كل سنه و انت طيب و ربنا يكرمك و يوفقك و يخليك لينا,1,love
تحرض مين والناس دايخين ههههههههههههه لو بتحرض كان حرضوا ايام ثوره حنين لكن الشعب يبي ال سعود بس كثيييير اشياء تغبن,1,love
برغم كل الخرا اللي العالم غارق فيه كل يوم الاوليمبياد دي احسن الحاجات اللي ممكن نتظاهر فيها ان كل شيء بخير,2,sad
جيش الفتح اجناد الشام بشراكم تله الحويز محرره بالكامل و جاري تمشيط القريه من فلول قوات الاسد و مليشياته الغضب لحلب,0,joy
فقت من نوم اغني شو اخبارك لنوال الزغبي مع ان مش وقتها بس حبيتها,0,joy
يا خساره,2,sad
يا ليالي العيد من غير مواعيد وابو حظ سعيد اللي تحن عليه نورا,0,joy
البعض يعيش حالات حب ويفشل ويغلق ابواب قلبـ ويعود لحاله اليتم فلا تكن منهم فالحياه تختبرنا لتعلمنا لا لتحبطنا ابدا من جديد و حب,1,love
مفيش احسن من الشخص اللي يفهمك وانت زعلان حتي لو ضحكت,0,joy
يارب بشره بما لا عين رات ولا اذن سمعت ولا خطر علي قلب بشر اللهم ارحمه واغفرله اللهم انك عفوا تحب العفو فاعف عنه سعود الف,0,joy
تورط قلبي في حبـكك غزل بوح احبك خواطر عيونك دنيتي للدعم نبض مجنونها للدعم قروب العبدلي للدعم,1,love
من سحر الحب ان تري وجه من تحب هو الوجه الذي تضحك به الدنيا وتعبس ايضا الرافعي رباب الكلم قهوه السابعه كو,1,love
